meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward,Strategie,Zweck,Probleme
[object Object],Screen_1,canvas.Screen,0_0_0_0,cont,response,1,2084,2084.14,2106.48,4245,2138.52,4250,2021-10-22T21:00:46.574Z,4439.7,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_0_1,cont,response,1,4436,4435.76,4439.7,13229,8789.3,13233,2021-10-22T21:00:55.557Z,13456.04,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_0_2,cont,response,1,13454,13453.94,13456.04,24868,11411.96,24873,2021-10-22T21:01:07.197Z,24888.68,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_0_3,cont,response,1,24877,24876.84,24888.68,29547,4658.32,29551,2021-10-22T21:01:11.876Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_0,,completion,1,1619,2084.14,2106.48,29547,27440.52,29552,2021-10-22T21:01:11.876Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_1_0,,skipped,2,29556,,,29556,,29556,2021-10-22T21:01:11.880Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_1_1,,skipped,2,29558,,,29556,,29558,2021-10-22T21:01:11.882Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_1_2,,skipped,2,29560,,,29556,,29560,2021-10-22T21:01:11.884Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_1_3,,skipped,2,29561,,,29556,,29561,2021-10-22T21:01:11.885Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_1,,completion,2,29553,,,29556,,29561,2021-10-22T21:01:11.885Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_2_0,,skipped,3,29563,,,29563,,29564,2021-10-22T21:01:11.887Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_2_1,,skipped,3,29565,,,29563,,29565,2021-10-22T21:01:11.888Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_2_2,,skipped,3,29566,,,29563,,29566,2021-10-22T21:01:11.889Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_2_3,,skipped,3,29567,,,29563,,29567,2021-10-22T21:01:11.891Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_2,,completion,3,29562,,,29563,,29568,2021-10-22T21:01:11.891Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_3_0,,skipped,4,29569,,,29569,,29569,2021-10-22T21:01:11.892Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_3_1,,skipped,4,29570,,,29569,,29570,2021-10-22T21:01:11.894Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_3_2,,skipped,4,29571,,,29569,,29572,2021-10-22T21:01:11.895Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_3_3,,skipped,4,29573,,,29569,,29573,2021-10-22T21:01:11.897Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_3,,completion,4,29568,,,29569,,29573,2021-10-22T21:01:11.897Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_4_0,,skipped,5,29575,,,29575,,29575,2021-10-22T21:01:11.898Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_4_1,,skipped,5,29576,,,29575,,29576,2021-10-22T21:01:11.899Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_4_2,,skipped,5,29577,,,29575,,29577,2021-10-22T21:01:11.900Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_4_3,,skipped,5,29577,,,29575,,29578,2021-10-22T21:01:11.901Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_4,,completion,5,29573,,,29575,,29578,2021-10-22T21:01:11.902Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_5_0,,skipped,6,29579,,,29579,,29579,2021-10-22T21:01:11.903Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_5_1,,skipped,6,29581,,,29579,,29581,2021-10-22T21:01:11.904Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_5_2,,skipped,6,29582,,,29579,,29582,2021-10-22T21:01:11.906Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_5_3,,skipped,6,29583,,,29579,,29583,2021-10-22T21:01:11.907Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_5,,completion,6,29578,,,29579,,29583,2021-10-22T21:01:11.907Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_6_0,,skipped,7,29584,,,29584,,29584,2021-10-22T21:01:11.908Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_6_1,,skipped,7,29585,,,29584,,29585,2021-10-22T21:01:11.909Z,29672.1,1634936135,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
