meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward,Strategie,Zweck,Probleme
[object Object],Screen_1,canvas.Screen,0_0_0_0,cont,response,1,1008,1008.98,1042.42,9388,8345.58,9400,2021-10-25T18:46:45.412Z,9525.08,1635187592,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_0_1,cont,response,1,9517,9517.16,9525.08,22256,12730.92,22265,2021-10-25T18:46:58.276Z,22340.52,1635187592,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_0_2,cont,response,1,22336,22336.24,22340.52,34224,11883.48,34234,2021-10-25T18:47:10.245Z,34247.4,1635187592,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_0_3,cont,response,1,34247,34247.12,34247.4,36443,2195.5999999999985,36465,2021-10-25T18:47:12.476Z,36655.44,1635187592,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_0,,completion,1,934,1008.98,1042.42,36443,35400.58,36468,2021-10-25T18:47:12.478Z,36655.44,1635187592,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_1_0,,skipped,2,36477,,,36477,,36478,2021-10-25T18:47:12.489Z,36655.44,1635187592,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_1_1,,skipped,2,36482,,,36477,,36482,2021-10-25T18:47:12.493Z,36655.44,1635187592,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_1_2,,skipped,2,36486,,,36477,,36486,2021-10-25T18:47:12.497Z,36655.44,1635187592,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_1_3,,skipped,2,36488,,,36477,,36488,2021-10-25T18:47:12.499Z,36655.44,1635187592,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_1,,completion,2,36473,,,36477,,36489,2021-10-25T18:47:12.500Z,36655.44,1635187592,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
