meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward,Strategie,Zweck,Probleme
[object Object],Screen_1,canvas.Screen,0_0_0_0,cont,response,1,266.59999999403954,260.382,277.048,2284,2006.952,2291.2999999970198,2021-11-02T16:16:34.504Z,2326.966,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_0_1,cont,response,1,2323.7999999970198,2310.3,2326.966,2464.3999999910593,137.4339999910594,2469.3999999910593,2021-11-02T16:16:34.682Z,2493.626,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_0_2,cont,response,1,2487.0999999940395,2476.96,2493.626,2851.699999988079,358.07399998807887,2856.3999999910593,2021-11-02T16:16:35.069Z,2876.944,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_0_3,cont,response,1,2860.5,2860.278,2876.944,3067.199999988079,190.2559999880791,3071.8999999910593,2021-11-02T16:16:35.285Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_0,,completion,1,228.19999998807907,260.382,277.048,3067.199999988079,2790.1519999880793,3072.699999988079,2021-11-02T16:16:35.286Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_1_0,,skipped,2,3076.8999999910593,,,3076.8999999910593,,3076.8999999910593,2021-11-02T16:16:35.290Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_1_1,,skipped,2,3078,,,3076.8999999910593,,3078.0999999940395,2021-11-02T16:16:35.291Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_1_2,,skipped,2,3080,,,3076.8999999910593,,3080.0999999940395,2021-11-02T16:16:35.293Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_1_3,,skipped,2,3081.2999999970198,,,3076.8999999910593,,3081.5999999940395,2021-11-02T16:16:35.294Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_1,,completion,2,3075,,,3076.8999999910593,,3081.7999999970198,2021-11-02T16:16:35.295Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_2_0,,skipped,3,3082.7999999970198,,,3083,,3083,2021-11-02T16:16:35.296Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_2_1,,skipped,3,3083.699999988079,,,3083,,3083.699999988079,2021-11-02T16:16:35.297Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_2_2,,skipped,3,3084.699999988079,,,3083,,3084.8999999910593,2021-11-02T16:16:35.298Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_2_3,,skipped,3,3085.3999999910593,,,3083,,3085.5999999940395,2021-11-02T16:16:35.298Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_2,,completion,3,3082.199999988079,,,3083,,3085.5999999940395,2021-11-02T16:16:35.298Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_3_0,,skipped,4,3086.3999999910593,,,3086.3999999910593,,3086.3999999910593,2021-11-02T16:16:35.299Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_3_1,,skipped,4,3087.0999999940395,,,3086.3999999910593,,3087.199999988079,2021-11-02T16:16:35.300Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_3_2,,skipped,4,3088,,,3086.3999999910593,,3088,2021-11-02T16:16:35.301Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_3_3,,skipped,4,3088.5999999940395,,,3086.3999999910593,,3088.699999988079,2021-11-02T16:16:35.301Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_3,,completion,4,3086,,,3086.3999999910593,,3088.699999988079,2021-11-02T16:16:35.302Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_4_0,,skipped,5,3089.5,,,3089.5,,3089.5999999940395,2021-11-02T16:16:35.302Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_4_1,,skipped,5,3090.199999988079,,,3089.5,,3090.199999988079,2021-11-02T16:16:35.303Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_4_2,,skipped,5,3090.7999999970198,,,3089.5,,3090.7999999970198,2021-11-02T16:16:35.304Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_4_3,,skipped,5,3091.2999999970198,,,3089.5,,3091.5,2021-11-02T16:16:35.304Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_4,,completion,5,3089,,,3089.5,,3091.5,2021-11-02T16:16:35.304Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_5_0,,skipped,6,3092.199999988079,,,3092.199999988079,,3092.2999999970198,2021-11-02T16:16:35.305Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_5_1,,skipped,6,3092.699999988079,,,3092.199999988079,,3092.7999999970198,2021-11-02T16:16:35.306Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_5_2,,skipped,6,3093.2999999970198,,,3092.199999988079,,3093.5,2021-11-02T16:16:35.306Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_5_3,,skipped,6,3094,,,3092.199999988079,,3094,2021-11-02T16:16:35.307Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_5,,completion,6,3091.699999988079,,,3092.199999988079,,3094.0999999940395,2021-11-02T16:16:35.307Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_6_0,,skipped,7,3094.699999988079,,,3094.699999988079,,3094.699999988079,2021-11-02T16:16:35.308Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_6_1,,skipped,7,3095.199999988079,,,3094.699999988079,,3095.199999988079,2021-11-02T16:16:35.308Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_6_2,,skipped,7,3095.7999999970198,,,3094.699999988079,,3095.7999999970198,2021-11-02T16:16:35.309Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_6_3,,skipped,7,3096.3999999910593,,,3094.699999988079,,3096.5,2021-11-02T16:16:35.309Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_6,,completion,7,3094.199999988079,,,3094.699999988079,,3096.5,2021-11-02T16:16:35.309Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_7_0,,skipped,8,3097.0999999940395,,,3097.0999999940395,,3097.199999988079,2021-11-02T16:16:35.310Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_7_1,,skipped,8,3097.699999988079,,,3097.0999999940395,,3097.699999988079,2021-11-02T16:16:35.311Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_7_2,,skipped,8,3098.3999999910593,,,3097.0999999940395,,3098.3999999910593,2021-11-02T16:16:35.311Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_7_3,,skipped,8,3099,,,3097.0999999940395,,3099,2021-11-02T16:16:35.312Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_7,,completion,8,3096.7999999970198,,,3097.0999999940395,,3099.0999999940395,2021-11-02T16:16:35.312Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_8_0,,skipped,9,3100.5999999940395,,,3100.5999999940395,,3100.5999999940395,2021-11-02T16:16:35.313Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_8_1,,skipped,9,3101.199999988079,,,3100.5999999940395,,3101.199999988079,2021-11-02T16:16:35.314Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_8_2,,skipped,9,3101.8999999910593,,,3100.5999999940395,,3101.8999999910593,2021-11-02T16:16:35.315Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_8_3,,skipped,9,3102.2999999970198,,,3100.5999999940395,,3102.2999999970198,2021-11-02T16:16:35.315Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_8,,completion,9,3099.7999999970198,,,3100.5999999940395,,3102.5,2021-11-02T16:16:35.315Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_9_0,,skipped,10,3103.2999999970198,,,3103.2999999970198,,3103.2999999970198,2021-11-02T16:16:35.316Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_9_1,,skipped,10,3103.8999999910593,,,3103.2999999970198,,3103.8999999910593,2021-11-02T16:16:35.317Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_9_2,,skipped,10,3104.5,,,3103.2999999970198,,3104.5,2021-11-02T16:16:35.317Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_9_3,,skipped,10,3105,,,3103.2999999970198,,3105,2021-11-02T16:16:35.318Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_9,,completion,10,3102.8999999910593,,,3103.2999999970198,,3105.0999999940395,2021-11-02T16:16:35.318Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_10_0,,skipped,11,3105.699999988079,,,3105.699999988079,,3105.699999988079,2021-11-02T16:16:35.319Z,3160.266,1635868564,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
