meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward,Strategie,Zweck,Probleme
[object Object],Screen_1,canvas.Screen,0_0_0_0,cont,response,1,543,543.38,555.76,4607,4051.24,4626,2021-10-25T14:34:07.780Z,4755.82,1635172392,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_0_1,cont,response,1,4755,4755.5,4755.82,22060,17304.18,22081,2021-10-25T14:34:25.235Z,22211.94,1635172392,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_0_2,cont,response,1,22205,22204.48,22211.94,37357,15145.060000000001,37371,2021-10-25T14:34:40.524Z,37377.7,1635172392,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_0_3,cont,response,1,37377,37377.32,37377.7,47076,9698.300000000003,47089,2021-10-25T14:34:50.243Z,47199.82,1635172392,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_0,,completion,1,453,543.38,555.76,47076,46520.24,47092,2021-10-25T14:34:50.245Z,47199.82,1635172392,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_1_0,,skipped,2,47096,,,47096,,47096,2021-10-25T14:34:50.250Z,47199.82,1635172392,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_1_1,,skipped,2,47098,,,47096,,47099,2021-10-25T14:34:50.252Z,47199.82,1635172392,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_1_2,,skipped,2,47100,,,47096,,47100,2021-10-25T14:34:50.253Z,47199.82,1635172392,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_1_3,,skipped,2,47101,,,47096,,47101,2021-10-25T14:34:50.255Z,47199.82,1635172392,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_1,,completion,2,47095,,,47096,,47101,2021-10-25T14:34:50.255Z,47199.82,1635172392,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
