meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward
[object Object],Screen_1,canvas.Screen,0_0_0_0,cont,response,1,788.2999999523163,787.053,836.956,3338.2000000476837,2501.2440000476836,3339.7000000476837,2021-10-27T16:22:10.560Z,3454.296,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_0_1,cont,response,1,3444.2000000476837,3437.612,3454.296,5668.900000095367,2214.6040000953676,5670.299999952316,2021-10-27T16:22:12.891Z,5771.598,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_0_2,cont,response,1,5757.400000095367,5755.527,5771.598,16316.299999952316,10544.701999952316,16316.900000095367,2021-10-27T16:22:23.537Z,16324.134,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_0_3,cont,response,1,16320.799999952316,16307.004,16324.134,17994.200000047684,1670.0660000476837,17995.5,2021-10-27T16:22:25.216Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_0,,completion,1,732.7999999523163,787.053,836.956,17994.200000047684,17157.244000047685,18000.700000047684,2021-10-27T16:22:25.221Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_1_0,,skipped,2,18007,,,18007,,18007.299999952316,2021-10-27T16:22:25.228Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_1_1,,skipped,2,18011.900000095367,,,18007,,18012.299999952316,2021-10-27T16:22:25.233Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_1_2,,skipped,2,18016.799999952316,,,18007,,18017.099999904633,2021-10-27T16:22:25.238Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_1_3,,skipped,2,18019.5,,,18007,,18020,2021-10-27T16:22:25.241Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_1,,completion,2,18002.900000095367,,,18007,,18020.400000095367,2021-10-27T16:22:25.241Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_2_0,,skipped,3,18022.900000095367,,,18022.900000095367,,18023.200000047684,2021-10-27T16:22:25.244Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_2_1,,skipped,3,18024.599999904633,,,18022.900000095367,,18024.799999952316,2021-10-27T16:22:25.245Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_2_2,,skipped,3,18026.400000095367,,,18022.900000095367,,18026.599999904633,2021-10-27T16:22:25.247Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_2_3,,skipped,3,18027.799999952316,,,18022.900000095367,,18027.900000095367,2021-10-27T16:22:25.248Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_2,,completion,3,18021.299999952316,,,18022.900000095367,,18028.099999904633,2021-10-27T16:22:25.249Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_3_0,,skipped,4,18029.5,,,18029.5,,18029.599999904633,2021-10-27T16:22:25.250Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_3_1,,skipped,4,18030.599999904633,,,18029.5,,18030.700000047684,2021-10-27T16:22:25.251Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_3_2,,skipped,4,18031.799999952316,,,18029.5,,18031.900000095367,2021-10-27T16:22:25.252Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_3_3,,skipped,4,18032.900000095367,,,18029.5,,18033,2021-10-27T16:22:25.254Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_3,,completion,4,18028.5,,,18029.5,,18033.099999904633,2021-10-27T16:22:25.254Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_4_0,,skipped,5,18035.200000047684,,,18035.200000047684,,18035.400000095367,2021-10-27T16:22:25.256Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_4_1,,skipped,5,18036.200000047684,,,18035.200000047684,,18036.299999952316,2021-10-27T16:22:25.257Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_4_2,,skipped,5,18037.099999904633,,,18035.200000047684,,18037.200000047684,2021-10-27T16:22:25.258Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_4_3,,skipped,5,18038,,,18035.200000047684,,18038,2021-10-27T16:22:25.259Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_4,,completion,5,18033.5,,,18035.200000047684,,18038.099999904633,2021-10-27T16:22:25.259Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_5_0,,skipped,6,18039.200000047684,,,18039.200000047684,,18039.299999952316,2021-10-27T16:22:25.260Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_5_1,,skipped,6,18040.200000047684,,,18039.200000047684,,18040.200000047684,2021-10-27T16:22:25.261Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_5_2,,skipped,6,18040.900000095367,,,18039.200000047684,,18040.900000095367,2021-10-27T16:22:25.262Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_5_3,,skipped,6,18041.700000047684,,,18039.200000047684,,18041.700000047684,2021-10-27T16:22:25.262Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_5,,completion,6,18038.5,,,18039.200000047684,,18041.799999952316,2021-10-27T16:22:25.262Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_6_0,,skipped,7,18042.700000047684,,,18042.700000047684,,18042.700000047684,2021-10-27T16:22:25.263Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_6_1,,skipped,7,18043.299999952316,,,18042.700000047684,,18043.299999952316,2021-10-27T16:22:25.264Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_6_2,,skipped,7,18043.900000095367,,,18042.700000047684,,18043.900000095367,2021-10-27T16:22:25.264Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_6_3,,skipped,7,18044.5,,,18042.700000047684,,18044.599999904633,2021-10-27T16:22:25.265Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_6,,completion,7,18042.099999904633,,,18042.700000047684,,18044.700000047684,2021-10-27T16:22:25.265Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_7_0,,skipped,8,18045.400000095367,,,18045.400000095367,,18045.5,2021-10-27T16:22:25.266Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_7_1,,skipped,8,18046.900000095367,,,18045.400000095367,,18047,2021-10-27T16:22:25.268Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_7_2,,skipped,8,18047.599999904633,,,18045.400000095367,,18047.700000047684,2021-10-27T16:22:25.268Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_7_3,,skipped,8,18048.400000095367,,,18045.400000095367,,18048.400000095367,2021-10-27T16:22:25.269Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_7,,completion,8,18044.900000095367,,,18045.400000095367,,18048.5,2021-10-27T16:22:25.269Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_8_0,,skipped,9,18049.299999952316,,,18049.400000095367,,18049.400000095367,2021-10-27T16:22:25.270Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_8_1,,skipped,9,18050,,,18049.400000095367,,18050,2021-10-27T16:22:25.271Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_8_2,,skipped,9,18050.599999904633,,,18049.400000095367,,18050.599999904633,2021-10-27T16:22:25.271Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_8_3,,skipped,9,18051.299999952316,,,18049.400000095367,,18051.299999952316,2021-10-27T16:22:25.272Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_8,,completion,9,18048.700000047684,,,18049.400000095367,,18051.400000095367,2021-10-27T16:22:25.272Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_9_0,,skipped,10,18052.400000095367,,,18052.400000095367,,18052.400000095367,2021-10-27T16:22:25.273Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_9_1,,skipped,10,18053,,,18052.400000095367,,18053.099999904633,2021-10-27T16:22:25.274Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_9_2,,skipped,10,18053.700000047684,,,18052.400000095367,,18053.799999952316,2021-10-27T16:22:25.274Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_9_3,,skipped,10,18054.400000095367,,,18052.400000095367,,18054.400000095367,2021-10-27T16:22:25.275Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_9,,completion,10,18051.700000047684,,,18052.400000095367,,18054.5,2021-10-27T16:22:25.275Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_10_0,,skipped,11,18055.5,,,18055.5,,18055.5,2021-10-27T16:22:25.276Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_10_1,,skipped,11,18056.099999904633,,,18055.5,,18056.099999904633,2021-10-27T16:22:25.277Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_10_2,,skipped,11,18057.400000095367,,,18055.5,,18057.5,2021-10-27T16:22:25.278Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_10_3,,skipped,11,18058.099999904633,,,18055.5,,18058.200000047684,2021-10-27T16:22:25.279Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_10,,completion,11,18054.799999952316,,,18055.5,,18058.299999952316,2021-10-27T16:22:25.279Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_11_0,,skipped,12,18059.700000047684,,,18059.700000047684,,18060.5,2021-10-27T16:22:25.281Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_11_1,,skipped,12,18061.299999952316,,,18059.700000047684,,18061.400000095367,2021-10-27T16:22:25.282Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_11_2,,skipped,12,18062.200000047684,,,18059.700000047684,,18062.200000047684,2021-10-27T16:22:25.283Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_11_3,,skipped,12,18062.900000095367,,,18059.700000047684,,18063,2021-10-27T16:22:25.283Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_11,,completion,12,18059,,,18059.700000047684,,18063,2021-10-27T16:22:25.284Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_12_0,,skipped,13,18064,,,18064,,18064,2021-10-27T16:22:25.285Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_12_1,,skipped,13,18064.700000047684,,,18064,,18064.700000047684,2021-10-27T16:22:25.285Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_12_2,,skipped,13,18065.400000095367,,,18064,,18065.5,2021-10-27T16:22:25.286Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_12_3,,skipped,13,18066.200000047684,,,18064,,18066.299999952316,2021-10-27T16:22:25.287Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_12,,completion,13,18063.400000095367,,,18064,,18066.400000095367,2021-10-27T16:22:25.287Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_13_0,,skipped,14,18067.099999904633,,,18067.099999904633,,18067.200000047684,2021-10-27T16:22:25.288Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_13_1,,skipped,14,18067.799999952316,,,18067.099999904633,,18067.799999952316,2021-10-27T16:22:25.288Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_13_2,,skipped,14,18068.400000095367,,,18067.099999904633,,18068.400000095367,2021-10-27T16:22:25.289Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_13_3,,skipped,14,18068.900000095367,,,18067.099999904633,,18069,2021-10-27T16:22:25.290Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_13,,completion,14,18066.5,,,18067.099999904633,,18069.099999904633,2021-10-27T16:22:25.290Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_14_0,,skipped,15,18070.599999904633,,,18070.599999904633,,18070.700000047684,2021-10-27T16:22:25.291Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_14_1,,skipped,15,18071.200000047684,,,18070.599999904633,,18071.299999952316,2021-10-27T16:22:25.292Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_14_2,,skipped,15,18071.799999952316,,,18070.599999904633,,18071.799999952316,2021-10-27T16:22:25.292Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_14_3,,skipped,15,18072.400000095367,,,18070.599999904633,,18072.400000095367,2021-10-27T16:22:25.293Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_14,,completion,15,18069.900000095367,,,18070.599999904633,,18072.599999904633,2021-10-27T16:22:25.293Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_15_0,,skipped,16,18073.400000095367,,,18073.400000095367,,18073.400000095367,2021-10-27T16:22:25.294Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_15_1,,skipped,16,18074.5,,,18073.400000095367,,18074.599999904633,2021-10-27T16:22:25.295Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_15_2,,skipped,16,18076.099999904633,,,18073.400000095367,,18076.200000047684,2021-10-27T16:22:25.297Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_15_3,,skipped,16,18077.400000095367,,,18073.400000095367,,18077.5,2021-10-27T16:22:25.298Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_15,,completion,16,18072.799999952316,,,18073.400000095367,,18077.700000047684,2021-10-27T16:22:25.298Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_16_0,,skipped,17,18078.599999904633,,,18078.599999904633,,18078.700000047684,2021-10-27T16:22:25.299Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_16_1,,skipped,17,18079.200000047684,,,18078.599999904633,,18079.299999952316,2021-10-27T16:22:25.300Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_16_2,,skipped,17,18079.900000095367,,,18078.599999904633,,18080.099999904633,2021-10-27T16:22:25.301Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_16_3,,skipped,17,18080.599999904633,,,18078.599999904633,,18080.700000047684,2021-10-27T16:22:25.301Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_16,,completion,17,18078,,,18078.599999904633,,18080.700000047684,2021-10-27T16:22:25.301Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_17_0,,skipped,18,18081.700000047684,,,18081.700000047684,,18081.700000047684,2021-10-27T16:22:25.302Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_17_1,,skipped,18,18082.400000095367,,,18081.700000047684,,18082.400000095367,2021-10-27T16:22:25.303Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_17_2,,skipped,18,18084,,,18081.700000047684,,18084.099999904633,2021-10-27T16:22:25.305Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_17_3,,skipped,18,18084.700000047684,,,18081.700000047684,,18084.700000047684,2021-10-27T16:22:25.305Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_17,,completion,18,18081,,,18081.700000047684,,18084.799999952316,2021-10-27T16:22:25.305Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_18_0,,skipped,19,18085.599999904633,,,18085.599999904633,,18085.599999904633,2021-10-27T16:22:25.306Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_18_1,,skipped,19,18086.200000047684,,,18085.599999904633,,18086.200000047684,2021-10-27T16:22:25.307Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_18_2,,skipped,19,18086.799999952316,,,18085.599999904633,,18086.799999952316,2021-10-27T16:22:25.307Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_18_3,,skipped,19,18087.299999952316,,,18085.599999904633,,18087.299999952316,2021-10-27T16:22:25.308Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_18,,completion,19,18085,,,18085.599999904633,,18087.5,2021-10-27T16:22:25.308Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_19_0,,skipped,20,18088.200000047684,,,18088.200000047684,,18088.299999952316,2021-10-27T16:22:25.309Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_19_1,,skipped,20,18088.799999952316,,,18088.200000047684,,18088.799999952316,2021-10-27T16:22:25.309Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_19_2,,skipped,20,18089.299999952316,,,18088.200000047684,,18089.299999952316,2021-10-27T16:22:25.310Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_19_3,,skipped,20,18089.900000095367,,,18088.200000047684,,18089.900000095367,2021-10-27T16:22:25.310Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_19,,completion,20,18087.700000047684,,,18088.200000047684,,18090.099999904633,2021-10-27T16:22:25.311Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Instructions_I,flow.Loop,0_0,,completion,,731.7000000476837,787.053,836.956,18088.200000047684,17251.244000047685,18090.099999904633,2021-10-27T16:22:25.311Z,18125.141,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Move,canvas.Screen,0_1_0_0,right,response,,18107.200000047684,18091.208,18125.141,20415.200000047684,2290.059000047684,20416.799999952316,2021-10-27T16:22:27.637Z,20425.205,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,,,,,,,,,,
,Move,canvas.Screen,0_1_0_1,right,response,,20420.599999904633,20408.771,20425.205,25840.400000095367,5415.195000095366,25841.400000095367,2021-10-27T16:22:33.062Z,25860.206,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,,,,,,,,,,
,Move,canvas.Screen,0_1_0_2,right,response,,25845.400000095367,25843.483,25860.206,26574.400000095367,714.1940000953691,26574.799999952316,2021-10-27T16:22:33.795Z,26610.665,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,,,,,,,,,,
,Move,canvas.Screen,0_1_0_3,left,response,,26576.099999904633,26560.278,26610.665,28817.900000095367,2207.2350000953666,28819.099999904633,2021-10-27T16:22:36.040Z,28827.268,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,,,,,,,,,,
,Move,canvas.Screen,0_1_0_4,down,response,,28823.5,28810.756,28827.268,30048.900000095367,1221.6320000953674,30050,2021-10-27T16:22:37.271Z,30060.908,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,,,,,,,,,,
,Move,canvas.Screen,0_1_0_5,down,response,,30054.099999904633,30044.722,30060.908,30596.099999904633,535.1919999046331,30597.200000047684,2021-10-27T16:22:37.818Z,30611.136,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,,,,,,,,,,
,Move,canvas.Screen,0_1_0_6,down,response,,30602,30594.827,30611.136,30907.299999952316,296.1639999523177,30908.599999904633,2021-10-27T16:22:38.129Z,30928.046,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,,,,,,,,,,
,Move,canvas.Screen,0_1_0_7,down,response,,30912,30911.706,30928.046,31175,246.95400000000154,31176.400000095367,2021-10-27T16:22:38.397Z,31194.615,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,,,,,,,,,,
,Move,canvas.Screen,0_1_0_8,left,response,,31182,31178.212,31194.615,31982.299999952316,787.6849999523147,31983.299999952316,2021-10-27T16:22:39.204Z,31994.692,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,,,,,,,,,,
,Move,canvas.Screen,0_1_0_9,left,response,,31986.400000095367,31978.608,31994.692,32268.200000047684,273.5080000476846,32269.400000095367,2021-10-27T16:22:39.490Z,32278.081,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,,,,,,,,,,
,Move,canvas.Screen,0_1_0_10,left,response,,32273.799999952316,32261.874,32278.081,32699.900000095367,421.8190000953691,32700.299999952316,2021-10-27T16:22:39.921Z,32711.548,1635351725,incremental,ni_sequenzen,NI_Sequenzen,11,,,,,,,,,,
,Move,canvas.Screen,0_1_0_11,down,response,,32702,32695.597,32711.548,35919.40000009537,3207.8520000953686,35919.799999952316,2021-10-27T16:22:43.140Z,35929.043,1635351725,incremental,ni_sequenzen,NI_Sequenzen,12,,,,,,,,,,
,Move,canvas.Screen,0_1_0_12,right,response,,35921.200000047684,35912.845,35929.043,36440.299999952316,511.25699995231844,36441.5,2021-10-27T16:22:43.662Z,36445.796,1635351725,incremental,ni_sequenzen,NI_Sequenzen,13,,,,,,,,,,
,Move,canvas.Screen,0_1_0_13,right,response,,36444,36429.481,36445.796,37586.799999952316,1141.0039999523142,37587.09999990463,2021-10-27T16:22:44.808Z,37596.09,1635351725,incremental,ni_sequenzen,NI_Sequenzen,14,,,,,,,,,,
,Move,canvas.Screen,0_1_0_14,right,response,,37588.40000009537,37579.67,37596.09,38146.90000009537,550.8100000953709,38148.09999990463,2021-10-27T16:22:45.369Z,38162.992,1635351725,incremental,ni_sequenzen,NI_Sequenzen,15,,,,,,,,,,
,Move,canvas.Screen,0_1_0_15,right,response,,38153.299999952316,38146.895,38162.992,38372.40000009537,209.40800009536906,38373.700000047684,2021-10-27T16:22:45.594Z,38412.499,1635351725,incremental,ni_sequenzen,NI_Sequenzen,16,,,,,,,,,,
,Move,canvas.Screen,0_1_0_16,left,response,,38378.5,38363.172,38412.499,39269.799999952316,857.3009999523128,39271.09999990463,2021-10-27T16:22:46.492Z,39296.6,1635351725,incremental,ni_sequenzen,NI_Sequenzen,17,,,,,,,,,,
