meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward
,Move,canvas.Screen,0_12_13_1_8_1_7,-999,skipped,,3091630.5,,,3091614.7000000477,,3091630.5999999046,2021-10-27T17:13:38.852Z,3091653.116,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,8,,13,4,3,"0,42,-5,-36,13","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_13_1_8_1_8,-999,skipped,,3091632.5999999046,,,3091614.7000000477,,3091632.7000000477,2021-10-27T17:13:38.854Z,3091653.116,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,8,,13,4,3,"0,42,-5,-36,13","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_13_1_8_1_9,-999,skipped,,3091634.9000000954,,,3091614.7000000477,,3091635,2021-10-27T17:13:38.856Z,3091653.116,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,8,,13,4,3,"0,42,-5,-36,13","0,1,2,2","6,11,7,3",,
,Loop,flow.Loop,0_12_13_1_8_1,-999,completion,,3088845.7000000477,3088835.785,3088852.218,3091614.7000000477,2762.4820000478067,3091635.2000000477,2021-10-27T17:13:38.856Z,3091653.116,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,8,,13,4,3,"0,42,-5,-36,13","0,1,2,2","6,11,7,3",,
,Feedback,canvas.Screen,0_12_13_1_8_2,,timeout,,3091638.9000000954,3091636.381,3091653.116,3095637.398,4000.811999999918,3095638.7000000477,2021-10-27T17:13:42.860Z,3095653.928,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,8,,13,4,3,"0,42,-5,-36,13","0,1,2,2","6,11,7,3",33,34
,Trial,flow.Sequence,0_12_13_1_8,,completion,,3087820.4000000954,3087835.416,3087852.221,3095637.398,7785.177000000142,3095638.9000000954,2021-10-27T17:13:42.860Z,3095670.558,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,8,,13,4,3,"0,42,-5,-36,13","0,1,2,2","6,11,7,3",,
,Goal,canvas.Screen,0_12_13_1_9_0,,timeout,,3095642.2999999523,3095653.928,3095670.558,3096654.195,1000.2759999996051,3096654.9000000954,2021-10-27T17:13:43.876Z,3096670.834,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Move,canvas.Screen,0_12_13_1_9_1_0,left,response,,3096672.5999999046,3096670.834,3096687.786,3097042.2999999523,354.513999952469,3097042.9000000954,2021-10-27T17:13:44.264Z,3097137.585,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Move,canvas.Screen,0_12_13_1_9_1_1,down,response,,3097045.9000000954,3097037.95,3097137.585,3097459.0999999046,321.5149999046698,3097460.5999999046,2021-10-27T17:13:44.682Z,3097487.874,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Move,canvas.Screen,0_12_13_1_9_1_2,left,response,,3097476.2999999523,3097471.097,3097487.874,3098281.9000000954,794.0260000955313,3098282.2999999523,2021-10-27T17:13:45.504Z,3098371.374,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Move,canvas.Screen,0_12_13_1_9_1_3,down,response,,3098285.7000000477,3098271.212,3098371.374,3098774.7999999523,403.4259999524802,3098775.7000000477,2021-10-27T17:13:45.997Z,3098821.544,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Move,canvas.Screen,0_12_13_1_9_1_4,-999,skipped,,3098781.2999999523,,,3098774.7999999523,,3098781.5,2021-10-27T17:13:46.003Z,3098821.544,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Move,canvas.Screen,0_12_13_1_9_1_5,-999,skipped,,3098786,,,3098774.7999999523,,3098786.2000000477,2021-10-27T17:13:46.007Z,3098821.544,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Move,canvas.Screen,0_12_13_1_9_1_6,-999,skipped,,3098791.7999999523,,,3098774.7999999523,,3098792,2021-10-27T17:13:46.013Z,3098821.544,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Move,canvas.Screen,0_12_13_1_9_1_7,-999,skipped,,3098794.9000000954,,,3098774.7999999523,,3098795,2021-10-27T17:13:46.016Z,3098821.544,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Move,canvas.Screen,0_12_13_1_9_1_8,-999,skipped,,3098797.5999999046,,,3098774.7999999523,,3098797.7000000477,2021-10-27T17:13:46.019Z,3098821.544,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Move,canvas.Screen,0_12_13_1_9_1_9,-999,skipped,,3098800,,,3098774.7999999523,,3098800,2021-10-27T17:13:46.021Z,3098821.544,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Loop,flow.Loop,0_12_13_1_9_1,-999,completion,,3096669.7999999523,3096654.195,3096670.834,3098774.7999999523,2103.9659999525174,3098800.2999999523,2021-10-27T17:13:46.021Z,3098821.544,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Feedback,canvas.Screen,0_12_13_1_9_2,,timeout,,3098805.7999999523,3098804.706,3098821.544,3102805.674,4000.7649999996647,3102806.2000000477,2021-10-27T17:13:50.027Z,3102822.309,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",8,84
,Trial,flow.Sequence,0_12_13_1_9,,completion,,3095639.5999999046,3095653.928,3095670.558,3102805.674,7135.115999999922,3102806.4000000954,2021-10-27T17:13:50.028Z,3102838.997,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,9,,13,4,10,"0,38,-12,-3,-12","0,1,0,1","6,11,5,10",,
,Goal,canvas.Screen,0_12_13_1_10_0,,timeout,,3102808.7000000477,3102822.309,3102838.997,3103822.969,1000.2579999999143,3103823.7999999523,2021-10-27T17:13:51.045Z,3103839.255,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_13_1_10_1_0,left,response,,3103837.0999999046,3103839.255,3103972.626,3104305.7000000477,333.0740000475198,3104307.5999999046,2021-10-27T17:13:51.529Z,3104322.868,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_13_1_10_1_1,down,response,,3104317.4000000954,3104306.033,3104322.868,3104694.7999999523,371.93199995253235,3104934.4000000954,2021-10-27T17:13:52.156Z,3105739.719,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_13_1_10_1_2,down,response,,3105545.5999999046,3105556.954,3105739.719,3105751.9000000954,12.181000095326453,3105752.9000000954,2021-10-27T17:13:52.974Z,3105806.466,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_13_1_10_1_3,left,response,,3105757.7999999523,3105756.39,3105806.466,3105881.9000000954,75.43400009535253,3105882.2999999523,2021-10-27T17:13:53.104Z,3105989.785,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_13_1_10_1_4,-999,skipped,,3105885.4000000954,,,3105881.9000000954,,3105885.5999999046,2021-10-27T17:13:53.107Z,3105989.785,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_13_1_10_1_5,-999,skipped,,3105888,,,3105881.9000000954,,3105888,2021-10-27T17:13:53.109Z,3105989.785,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_13_1_10_1_6,-999,skipped,,3105890.4000000954,,,3105881.9000000954,,3105890.5,2021-10-27T17:13:53.112Z,3105989.785,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_13_1_10_1_7,-999,skipped,,3105892.7000000477,,,3105881.9000000954,,3105892.7999999523,2021-10-27T17:13:53.114Z,3105989.785,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_13_1_10_1_8,-999,skipped,,3105895.0999999046,,,3105881.9000000954,,3105895.2999999523,2021-10-27T17:13:53.116Z,3105989.785,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_13_1_10_1_9,-999,skipped,,3105897.2999999523,,,3105881.9000000954,,3105897.4000000954,2021-10-27T17:13:53.119Z,3105989.785,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Loop,flow.Loop,0_12_13_1_10_1,-999,completion,,3103834.5999999046,3103822.969,3103839.255,3105881.9000000954,2042.6450000954792,3105897.5999999046,2021-10-27T17:13:53.119Z,3105989.785,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Feedback,canvas.Screen,0_12_13_1_10_2,,timeout,,3105899.9000000954,3105889.759,3105989.785,3109974.351,4001.2319999998435,3109975,2021-10-27T17:13:57.196Z,3109991.017,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",24,52
,Trial,flow.Sequence,0_12_13_1_10,,completion,,3102806.7999999523,3102822.309,3102838.997,3109974.351,7135.3539999998175,3109975.0999999046,2021-10-27T17:13:57.196Z,3110007.679,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,10,,13,4,10,"0,39,-10,10,2","0,1,1,0","6,11,16,10",,
,Goal,canvas.Screen,0_12_13_1_11_0,,timeout,,3109976.2000000477,3109991.017,3110007.679,3110991.284,1066.7030000002123,3110991.7999999523,2021-10-27T17:13:58.213Z,3111074.382,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_11_1_0,down,response,,3111085.2000000477,3111074.382,3111091.046,3111106.9000000954,15.854000095278025,3111107.2999999523,2021-10-27T17:13:58.328Z,3111207.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_11_1_1,left,response,,3111195.5,3111191.078,3111207.767,3111391.2999999523,183.53299995232373,3111392.7999999523,2021-10-27T17:13:58.614Z,3111524.492,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_11_1_2,left,response,,3111434.9000000954,3111424.558,3111524.492,3112923.5,1399.0079999999143,3112923.9000000954,2021-10-27T17:14:00.145Z,3112941.857,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_11_1_3,down,response,,3112926.4000000954,3112924.777,3112941.857,3113243.7999999523,301.94299995247275,3113244.2999999523,2021-10-27T17:14:00.465Z,3113341.61,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_11_1_4,-999,skipped,,3113246.2999999523,,,3113243.7999999523,,3113246.4000000954,2021-10-27T17:14:00.468Z,3113341.61,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_11_1_5,-999,skipped,,3113247.9000000954,,,3113243.7999999523,,3113247.9000000954,2021-10-27T17:14:00.469Z,3113341.61,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_11_1_6,-999,skipped,,3113249.2999999523,,,3113243.7999999523,,3113249.4000000954,2021-10-27T17:14:00.471Z,3113341.61,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_11_1_7,-999,skipped,,3113250.9000000954,,,3113243.7999999523,,3113250.9000000954,2021-10-27T17:14:00.472Z,3113341.61,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_11_1_8,-999,skipped,,3113252.2999999523,,,3113243.7999999523,,3113252.2999999523,2021-10-27T17:14:00.474Z,3113341.61,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_11_1_9,-999,skipped,,3113253.7000000477,,,3113243.7999999523,,3113253.7999999523,2021-10-27T17:14:00.475Z,3113341.61,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Loop,flow.Loop,0_12_13_1_11_1,-999,completion,,3111006.9000000954,3110991.284,3111074.382,3113243.7999999523,2169.4179999521,3113253.9000000954,2021-10-27T17:14:00.475Z,3113341.61,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Feedback,canvas.Screen,0_12_13_1_11_2,,timeout,,3113256.9000000954,3113241.625,3113341.61,3117326.297,4000.9830000000075,3117326.9000000954,2021-10-27T17:14:04.548Z,3117342.593,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",12,76
,Trial,flow.Sequence,0_12_13_1_11,,completion,,3109975.4000000954,3109991.017,3110007.679,3117326.297,7318.617999999784,3117327.0999999046,2021-10-27T17:14:04.548Z,3117359.734,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,11,,13,4,10,"0,27,-25,-19,-30","1,0,0,1","17,11,5,10",,
,Goal,canvas.Screen,0_12_13_1_12_0,,timeout,,3117328.9000000954,3117342.593,3117359.734,3118343.224,999.7969999997877,3118343.9000000954,2021-10-27T17:14:05.565Z,3118359.531,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_12_1_0,down,response,,3118356.2000000477,3118359.531,3118376.185,3118674,297.8149999999441,3118675.5999999046,2021-10-27T17:14:05.897Z,3118693.129,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_12_1_1,left,response,,3118687.7000000477,3118676.259,3118693.129,3118808.9000000954,115.77100009517744,3118810.2999999523,2021-10-27T17:14:06.032Z,3118926.334,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_12_1_2,left,response,,3118814.7999999523,3118809.78,3118926.334,3120085,1158.6660000002012,3120085.4000000954,2021-10-27T17:14:07.307Z,3120176.633,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_12_1_3,down,response,,3120088,3120076.744,3120176.633,3120478.7000000477,302.0670000477694,3120480.5,2021-10-27T17:14:07.702Z,3120526.747,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_12_1_4,-999,skipped,,3120494.7999999523,,,3120478.7000000477,,3120495.5,2021-10-27T17:14:07.717Z,3120526.747,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_12_1_5,-999,skipped,,3120502.7000000477,,,3120478.7000000477,,3120502.9000000954,2021-10-27T17:14:07.724Z,3120526.747,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_12_1_6,-999,skipped,,3120507.7000000477,,,3120478.7000000477,,3120507.7999999523,2021-10-27T17:14:07.729Z,3120526.747,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_12_1_7,-999,skipped,,3120511,,,3120478.7000000477,,3120511.2000000477,2021-10-27T17:14:07.732Z,3120526.747,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_12_1_8,-999,skipped,,3120514.0999999046,,,3120478.7000000477,,3120514.2999999523,2021-10-27T17:14:07.735Z,3120526.747,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_12_1_9,-999,skipped,,3120516.9000000954,,,3120478.7000000477,,3120516.9000000954,2021-10-27T17:14:07.738Z,3120526.747,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Loop,flow.Loop,0_12_13_1_12_1,-999,completion,,3118352.7999999523,3118343.224,3118359.531,3120478.7000000477,2119.1690000477247,3120517.2000000477,2021-10-27T17:14:07.738Z,3120526.747,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Feedback,canvas.Screen,0_12_13_1_12_2,,timeout,,3120522,3120510.211,3120526.747,3124511.156,4001.0479999999516,3124514.9000000954,2021-10-27T17:14:11.736Z,3124527.795,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",3,94
,Trial,flow.Sequence,0_12_13_1_12,,completion,,3117327.5,3117342.593,3117359.734,3124511.156,7151.421999999788,3124515.0999999046,2021-10-27T17:14:11.736Z,3124544.432,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,12,,13,4,10,"0,31,-17,-6,-15","1,0,0,1","17,11,5,10",,
,Goal,canvas.Screen,0_12_13_1_13_0,,timeout,,3124517.2999999523,3124527.795,3124544.432,3125528.031,1000.2069999999367,3125528.5999999046,2021-10-27T17:14:12.750Z,3125544.639,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Move,canvas.Screen,0_12_13_1_13_1_0,down,response,,3125545,3125544.639,3125561.352,3125826.4000000954,265.04800009541214,3125828.4000000954,2021-10-27T17:14:13.050Z,3125994.736,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Move,canvas.Screen,0_12_13_1_13_1_1,left,response,,3125839.7999999523,3125828.027,3125994.736,3126311.7999999523,317.06399995228276,3126313.7000000477,2021-10-27T17:14:13.535Z,3126328.242,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Move,canvas.Screen,0_12_13_1_13_1_2,down,response,,3126326.5999999046,3126311.527,3126328.242,3126502.7999999523,174.5579999522306,3126504.5,2021-10-27T17:14:13.726Z,3126611.593,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Move,canvas.Screen,0_12_13_1_13_1_3,down,response,,3126515.2000000477,3126511.747,3126611.593,3127511.2000000477,899.6070000478067,3127512.0999999046,2021-10-27T17:14:14.733Z,3127611.958,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Move,canvas.Screen,0_12_13_1_13_1_4,-999,skipped,,3127516.4000000954,,,3127511.2000000477,,3127516.5,2021-10-27T17:14:14.738Z,3127611.958,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Move,canvas.Screen,0_12_13_1_13_1_5,-999,skipped,,3127518.7999999523,,,3127511.2000000477,,3127519,2021-10-27T17:14:14.740Z,3127611.958,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Move,canvas.Screen,0_12_13_1_13_1_6,-999,skipped,,3127521.4000000954,,,3127511.2000000477,,3127521.5,2021-10-27T17:14:14.743Z,3127611.958,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Move,canvas.Screen,0_12_13_1_13_1_7,-999,skipped,,3127523.9000000954,,,3127511.2000000477,,3127523.9000000954,2021-10-27T17:14:14.745Z,3127611.958,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Move,canvas.Screen,0_12_13_1_13_1_8,-999,skipped,,3127526.9000000954,,,3127511.2000000477,,3127527.0999999046,2021-10-27T17:14:14.748Z,3127611.958,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Move,canvas.Screen,0_12_13_1_13_1_9,-999,skipped,,3127529.4000000954,,,3127511.2000000477,,3127529.5,2021-10-27T17:14:14.751Z,3127611.958,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Loop,flow.Loop,0_12_13_1_13_1,-999,completion,,3125541.2999999523,3125528.031,3125544.639,3127511.2000000477,1966.5610000477172,3127529.7000000477,2021-10-27T17:14:14.751Z,3127611.958,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Feedback,canvas.Screen,0_12_13_1_13_2,,timeout,,3127534.0999999046,3127528.761,3127611.958,3131596.188,4000.9219999997877,3131597.0999999046,2021-10-27T17:14:18.818Z,3131612.88,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",13,74
,Trial,flow.Sequence,0_12_13_1_13,,completion,,3124515.4000000954,3124527.795,3124544.432,3131596.188,7051.756000000052,3131597.2999999523,2021-10-27T17:14:18.819Z,3131629.521,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,13,,13,4,21,"0,31,-19,2,-7","1,0,1,1","17,11,16,21",,
,Goal,canvas.Screen,0_12_13_1_14_0,,timeout,,3131600.5,3131612.88,3131629.521,3132613.573,1000.2029999997467,3132614,2021-10-27T17:14:19.835Z,3132629.724,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,14,,13,4,10,"0,32,-21,-9,-18","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_14_1_0,down,response,,3132631,3132629.724,3132729.795,3133173.2999999523,443.5049999523908,3133174.0999999046,2021-10-27T17:14:20.395Z,3133179.873,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,14,,13,4,10,"0,32,-21,-9,-18","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_14_1_1,left,response,,3133177.5,3133163.176,3133179.873,3133555.0999999046,375.22699990449473,3133556.4000000954,2021-10-27T17:14:20.778Z,3133696.657,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,14,,13,4,10,"0,32,-21,-9,-18","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_14_1_2,left,response,,3133564.2999999523,3133563.543,3133696.657,3134965,1268.342999999877,3134966.2000000477,2021-10-27T17:14:22.187Z,3134980.457,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,14,,13,4,10,"0,32,-21,-9,-18","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_14_1_3,down,response,,3134971.0999999046,3134963.673,3134980.457,3135261.7000000477,281.24300004774705,3135262.2000000477,2021-10-27T17:14:22.483Z,3135363.734,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,14,,13,4,10,"0,32,-21,-9,-18","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_14_1_4,-999,skipped,,3135265.7000000477,,,3135261.7000000477,,3135265.7999999523,2021-10-27T17:14:22.487Z,3135363.734,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,14,,13,4,10,"0,32,-21,-9,-18","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_14_1_5,-999,skipped,,3135269.4000000954,,,3135261.7000000477,,3135269.5999999046,2021-10-27T17:14:22.491Z,3135363.734,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,14,,13,4,10,"0,32,-21,-9,-18","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_14_1_6,-999,skipped,,3135279.9000000954,,,3135261.7000000477,,3135280,2021-10-27T17:14:22.501Z,3135363.734,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,14,,13,4,10,"0,32,-21,-9,-18","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_13_1_14_1_7,-999,skipped,,3135285,,,3135261.7000000477,,3135285.2000000477,2021-10-27T17:14:22.506Z,3135363.734,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,14,,13,4,10,"0,32,-21,-9,-18","1,0,0,1","17,11,5,10",,
