meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward,Strategie,Zweck,Probleme
[object Object],Screen_1,canvas.Screen,0_0_0_0,cont,response,1,1107.5999999940395,1096.289,1163.058,26892.70000000298,25729.64200000298,26901.5,2021-10-28T16:57:11.110Z,27137.537,1635440195,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_0_1,cont,response,1,27103.89999999106,27104.292,27137.537,41325.39999999106,14187.862999991059,41326.79999999702,2021-10-28T16:57:25.536Z,41440.275,1635440195,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_0_2,cont,response,1,41399.39999999106,41390.098,41440.275,81332.39999999106,39892.12499999106,81333.89999999106,2021-10-28T16:58:05.543Z,81351.138,1635440195,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_0_3,cont,response,1,81347,81333.928,81351.138,89189.5,7838.361999999994,89190.89999999106,2021-10-28T16:58:13.400Z,89559.691,1635440195,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_0,,completion,1,1036.2999999970198,1096.289,1163.058,89189.5,88026.442,89200.5,2021-10-28T16:58:13.410Z,89559.691,1635440195,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_1_0,,skipped,2,89209.79999999702,,,89209.89999999106,,89210.5,2021-10-28T16:58:13.420Z,89559.691,1635440195,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_1_1,,skipped,2,89216.39999999106,,,89209.89999999106,,89217,2021-10-28T16:58:13.426Z,89559.691,1635440195,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_1_2,,skipped,2,89223.79999999702,,,89209.89999999106,,89224.39999999106,2021-10-28T16:58:13.433Z,89559.691,1635440195,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_1_3,,skipped,2,89231.5,,,89209.89999999106,,89232.5,2021-10-28T16:58:13.442Z,89559.691,1635440195,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_1,,completion,2,89203.59999999404,,,89209.89999999106,,89233.5,2021-10-28T16:58:13.443Z,89559.691,1635440195,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
