meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward,Strategie,Zweck,Probleme
[object Object],Screen_1,canvas.Screen,0_0_0_0,cont,response,1,649,655.24,671.9,18669,17997.1,18691,2021-10-26T12:50:02.977Z,18822.48,1635252578,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_0_1,cont,response,1,18801,18801.14,18822.48,34779,15956.52,34782,2021-10-26T12:50:19.068Z,34856.3,1635252578,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_0_2,cont,response,1,34855,34854.82,34856.3,56482,21625.699999999997,56495,2021-10-26T12:50:40.781Z,56507.5,1635252578,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_0_3,cont,response,1,56503,56503.6,56507.5,61981,5473.5,61991,2021-10-26T12:50:46.278Z,62207.26,1635252578,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_0,,completion,1,596,655.24,671.9,61981,61309.1,61994,2021-10-26T12:50:46.280Z,62207.26,1635252578,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_1_0,,skipped,2,62006,,,62006,,62007,2021-10-26T12:50:46.293Z,62207.26,1635252578,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_1_1,,skipped,2,62013,,,62006,,62014,2021-10-26T12:50:46.300Z,62207.26,1635252578,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_1_2,,skipped,2,62016,,,62006,,62016,2021-10-26T12:50:46.303Z,62207.26,1635252578,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_1_3,,skipped,2,62020,,,62006,,62020,2021-10-26T12:50:46.306Z,62207.26,1635252578,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_1,,completion,2,61999,,,62006,,62021,2021-10-26T12:50:46.307Z,62207.26,1635252578,full,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
