meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward,Strategie,Zweck,Probleme
[object Object],Screen_1,canvas.Screen,0_0_0_0,cont,response,1,650,679.28,695.94,84842,84146.06,84864,2021-11-01T18:55:00.978Z,85049.96,1635792813,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_0_1,cont,response,1,85046,85045.8,85049.96,95577,10527.039999999994,95586,2021-11-01T18:55:11.700Z,95656.7,1635792813,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_0_2,cont,response,1,95654,95654.04,95656.7,106733,11076.300000000003,106751,2021-11-01T18:55:22.864Z,106757.14,1635792813,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_0_3,cont,response,1,106756,106756.9,106757.14,108842,2084.8600000000006,108858,2021-11-01T18:55:24.973Z,109077.38,1635792813,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_0,,completion,1,561,679.28,695.94,108842,108146.06,108859,2021-11-01T18:55:24.974Z,109077.38,1635792813,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_1_0,,skipped,2,108865,,,108866,,108866,2021-11-01T18:55:24.981Z,109077.38,1635792813,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_2,canvas.Screen,0_0_1_1,,skipped,2,108871,,,108866,,108871,2021-11-01T18:55:24.986Z,109077.38,1635792813,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_3,canvas.Screen,0_0_1_2,,skipped,2,108875,,,108866,,108876,2021-11-01T18:55:24.990Z,109077.38,1635792813,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_4,canvas.Screen,0_0_1_3,,skipped,2,108879,,,108866,,108879,2021-11-01T18:55:24.993Z,109077.38,1635792813,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Sequence,flow.Sequence,0_0_1,,completion,2,108861,,,108866,,108879,2021-11-01T18:55:24.994Z,109077.38,1635792813,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
,Screen_1,canvas.Screen,0_0_2_0,,skipped,3,108882,,,108882,,108882,2021-11-01T18:55:24.996Z,109077.38,1635792813,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,,,,
